n_snapshots,dataonly_relL2u,hybrid_relL2u
5,1.8142390587074988,0.8878130576224303
10,1.8311253381648416,0.8554806330019841
25,0.6898863078601793,0.8863842780459604
50,0.47132537483518905,0.8686135666512511
150,0.41820770265960583,0.8582724361766365
400,0.45843172120118103,0.875648468955464
