idx,mu0,mu1,fom_time_s,rom_time_s,podnn_time_s,rom_rel_l2_u,podnn_rel_l2_u,rom_rel_l2_p,podnn_rel_l2_p,rom_rel_h1_u,podnn_rel_h1_u,pinn_time_s,pinn_rel_l2_u,pinn_rel_l2_p,pinn_rel_h1_u
21,7.032624509822266,1.6247332827640821,0.24398589134216309,0.005964756011962891,0.00025391578674316406,0.005282080214374155,0.04733912521734544,0.004419382269049924,0.022932422135258205,0.009793611566730576,0.06238676084980338,0.007364988327026367,0.25895319524197374,0.8620289389216427,0.3537964881983009
22,8.339372033812491,2.609528714993604,0.08992791175842285,0.005280017852783203,0.00023484230041503906,0.023617109071200237,0.10228053750455585,0.002269352788422823,0.012630677689588032,0.019549280614858555,0.13138903928656712,0.003494739532470703,0.6110720786978115,0.8609506693215462,0.7388990074942594
23,3.9360359523987274,1.5766562078604882,0.08634090423583984,0.005197048187255859,0.00023603439331054688,0.010608476330883928,0.02462874482053067,0.004248932822364375,0.012441331022391842,0.015489750119659503,0.034819325976494384,0.009953022003173828,0.1992670921491555,0.8335704152160701,0.2948208869692776
24,6.856705489352257,1.2795049672186196,0.0887911319732666,0.00516200065612793,0.00023603439331054688,0.015530212476584133,0.029906285265955772,0.008294730234012193,0.024044237904148093,0.025532812483625253,0.07069040794498059,0.005539894104003906,0.24421347305085347,0.9317623255141594,0.3931110072135031
25,2.0790912045035723,1.014724539502011,0.07291483879089355,0.005032777786254883,0.00023508071899414062,0.016044092724005376,0.055534253790577325,0.01275993353464809,0.08806638420653745,0.03769261257056112,0.09509219042633033,0.006341218948364258,0.39297892408415697,1.634132935640021,0.5786128646526129
26,7.89055133727117,2.3297017131840643,0.08788609504699707,0.005095958709716797,0.00023293495178222656,0.007914498204213988,0.06228679804791421,0.0019370406403069961,0.00856970258413055,0.01323163223738195,0.08413525809368279,0.006582021713256836,0.5196995951509296,0.9931209874731867,0.617743858476393
27,7.081137248400718,2.561458062043936,0.10250997543334961,0.006190776824951172,0.00023508071899414062,0.014037079906223798,0.07235872498635658,0.0026385274785109335,0.011356806359724244,0.012007318853364117,0.09965257555025989,0.006102800369262695,0.5249926547050701,0.8973164900750408,0.6633400934943449
28,4.643266177829566,2.1374823919057873,0.08869409561157227,0.00556492805480957,0.00023508071899414062,0.012451580594245323,0.019462264618189548,0.011251195684129148,0.011407753602575323,0.016412969747793757,0.023084174258977092,0.005861043930053711,0.23965519306388058,1.289867957307549,0.31876389522888826
29,1.4839902814638088,1.2290601470719469,0.21916890144348145,0.0067861080169677734,0.00023174285888671875,0.014668250601221039,0.01779449032569763,0.006285648739697436,0.028653394415056238,0.026181820826791886,0.042516174540158644,0.007372140884399414,0.16953989879343165,1.302725738492618,0.3342098128607636
30,6.7171893217256695,1.942192412286265,0.07998180389404297,0.005154848098754883,0.00023508071899414062,0.003919552060240512,0.050411494752779125,0.019116994158630666,0.024067405030598166,0.007444529259320968,0.06105132599598582,0.005955934524536133,0.30936610678708204,0.9658715178267927,0.360576508582895
