idx,mu0,mu1,fom_time_s,rom_time_s,podnn_time_s,rom_rel_l2_u,podnn_rel_l2_u,rom_rel_l2_p,podnn_rel_l2_p,rom_rel_h1_u,podnn_rel_h1_u,pinn_time_s,pinn_rel_l2_u,pinn_rel_l2_p,pinn_rel_h1_u
96,1.3153035308737118,2.662225344249812,0.089691162109375,0.005471944808959961,0.0002357959747314453,0.02213215310852772,0.02119836895192844,0.003071521706870667,0.008838908144565357,0.017838369750262144,0.029737203943502093,0.006098031997680664,0.3615779752112983,0.9059890279024481,0.49839408697770465
97,1.6175147345824912,1.3585366163154782,0.07211923599243164,0.004582881927490234,0.00023984909057617188,0.00911577008619843,0.03539078830271632,0.0066708968713686525,0.032540156504398406,0.014328798513880405,0.043286756374463185,0.005317211151123047,0.21428855906643024,1.3725884045268812,0.34767501690107117
98,6.033889636056351,2.749124081674929,0.06776809692382812,0.0045299530029296875,0.00024008750915527344,0.011501272724941577,0.0777496628130491,0.004582740058073508,0.005783222412561118,0.01362990612988562,0.1037611138125625,0.005889892578125,0.5434642657626885,0.9306068832561826,0.6851440676630617
99,2.044703190574275,1.6206473458001895,0.08785104751586914,0.005295991897583008,0.00023818016052246094,0.0057334118192756325,0.01761424673902437,0.0037941879623247135,0.010922263611735712,0.010216152658911464,0.022647121677200416,0.006031990051269531,0.22290053070533525,1.345720558850294,0.33404437804769704
100,7.796307898587658,2.943652852121935,0.0869910717010498,0.006499052047729492,0.00023794174194335938,0.016575861779647667,0.11234445490042802,0.008163551441609091,0.042776207842941436,0.017002703808248903,0.07998880658294172,0.004611968994140625,0.8764008826058172,1.0555525221197972,0.8896380038838839
101,5.057337743403189,1.2877950051025016,0.0934898853302002,0.005276918411254883,0.00023889541625976562,0.015270598269293351,0.022314033455274513,0.008082343839383508,0.026596548897400568,0.02477133812318683,0.05256654661037025,0.0067901611328125,0.22963315853921076,0.9241908475102262,0.37268857446629633
102,0.2379692483111953,1.4593120599977105,0.12328195571899414,0.005325794219970703,0.00023484230041503906,0.004703792223910844,0.029121213518072998,0.08571653665445526,0.06141511867951936,0.009763059403389323,0.04090863841388697,0.007953882217407227,0.23491659435894957,1.0205427804633387,0.5281888866389909
103,1.4050399560865583,2.355317347225715,0.07872295379638672,0.007742166519165039,0.00024199485778808594,0.00656139731379645,0.021498380671317777,0.006207556401644331,0.007812200617967958,0.009871369705850933,0.028641006638207712,0.0046901702880859375,0.36469665809241575,2.1080651113210718,0.4983590917720056
104,1.3061417958224582,2.0126598632412662,0.08219218254089355,0.0054149627685546875,0.00024008750915527344,0.005019616639575296,0.014890004525900941,0.020624724761120095,0.03884207073738898,0.010008841936205732,0.021064221907798417,0.0070188045501708984,0.22401886291602588,2.101864943984017,0.2909345272915931
105,6.973198112864576,2.1622332184418047,0.08787989616394043,0.006158113479614258,0.00023889541625976562,0.014255993159541964,0.03172359314473712,0.017518133842826508,0.02004229411093484,0.017417786486648594,0.045083585688258036,0.007320880889892578,0.3139597789065605,1.222554579249694,0.3855342723448038
106,2.0777789514345706,2.6082490523645254,0.0890040397644043,0.005589008331298828,0.00023889541625976562,0.023368936331298412,0.025900747436155867,0.0022055705484972654,0.010272106017607665,0.019380383633484963,0.035939929069755336,0.007603168487548828,0.35426253152898957,0.8848802267164633,0.47273935308419907
107,7.182530583196437,2.4779680078310835,0.08900094032287598,0.005242824554443359,0.0002372264862060547,0.00600398519574352,0.0777772012569469,0.003002414474341156,0.01141705546538106,0.009592040673086803,0.08939571698312902,0.006268024444580078,0.515324501347006,0.990244854777229,0.6379589162076278
108,1.3974717404174013,1.2475076073006892,0.12160587310791016,0.0055501461029052734,0.00023698806762695312,0.015371995887023867,0.02012099760690637,0.005730093481763856,0.0331164674349403,0.02664333353357957,0.044140232400609214,0.006814002990722656,0.17207495786655133,1.2956724232907042,0.33629395781209737
109,9.282869254964426,1.7951563876498813,0.08609986305236816,0.00490117073059082,0.000240325927734375,0.011020837370957505,0.05407912314158137,0.002685242003414325,0.027833599796532042,0.015047876793702418,0.08108470847515833,0.006107807159423828,0.42759766201599153,0.9282487647869266,0.48395814405875
110,3.079392048631304,1.9771680907030666,0.08694601058959961,0.00539088249206543,0.0002391338348388672,0.004569549242325931,0.012922611104485867,0.03043328314385258,0.019297443192137657,0.009077382418481085,0.018741454191310687,0.006858110427856445,0.26156616227626145,1.2681860421265174,0.3247368993534177
111,6.662355706359466,2.91124651409394,0.07523202896118164,0.005321979522705078,0.00023984909057617188,0.030720760430753676,0.1307127928873007,0.006134327705625913,0.006376817323534601,0.026614515621978765,0.13760717352479487,0.005815029144287109,0.6905658923347272,1.0831855681534044,0.759082327586467
112,2.9358176461323446,2.8496168586240542,0.08380794525146484,0.006617069244384766,0.00023794174194335938,0.021611439009166705,0.031956918483744524,0.0029473104016870338,0.010258329081081622,0.023022261783128814,0.03332341564449948,0.005582094192504883,0.4611438096276254,1.0253533380552635,0.5723115079831997
113,0.34610896472393754,2.110396084653649,0.12531518936157227,0.0054209232330322266,0.00023818016052246094,0.005476296267997849,0.025345298728438024,0.08227658807862777,0.04807928782917919,0.008811184926864106,0.034638289129927814,0.007554054260253906,0.1848637606860101,2.358494140588753,0.31867932716632846
114,6.376353605642743,1.2117948075015066,0.15967106819152832,0.006376981735229492,0.00023794174194335938,0.013648459125395073,0.04814376285933463,0.010388013878438322,0.026183020722835897,0.025021110396308385,0.08823075974617517,0.005611896514892578,0.22171828548840639,0.9364094666369297,0.3921226113668995
115,1.4893620109327352,1.8382286386326077,0.08568501472473145,0.005525827407836914,0.00023698806762695312,0.00779933461469,0.018654855054592297,0.003351596951143395,0.012201613165317388,0.012626577821098005,0.025909206791003326,0.0071239471435546875,0.2562149452921225,1.0249817297403998,0.38538748614075136
116,9.665695930217499,2.1920851064687454,0.08630800247192383,0.0055391788482666016,0.00023794174194335938,0.015406074268015556,0.07697793463641561,0.02134882175593307,0.030638137249769368,0.017277446326563882,0.09203729373410727,0.005772113800048828,0.41799312520215187,1.179716951496643,0.4882545227408009
117,9.336929893842091,2.6087218312259415,0.08563399314880371,0.0052700042724609375,0.000240325927734375,0.023516183316301086,0.11337789806985851,0.0022242580807848036,0.013084897980331004,0.01949013913185096,0.14917044982964794,0.006175041198730469,0.6541209765242957,0.8712393497767673,0.7810614359248476
118,4.727077855397386,2.5695268985043747,0.08362293243408203,0.005671977996826172,0.00023603439331054688,0.015918169578590085,0.03410040028368754,0.0023637643182974977,0.005595505322115025,0.01366167176412289,0.042599273930233404,0.0065081119537353516,0.43829036964609813,0.9000605220578027,0.5772201453639216
119,0.2765841613721786,1.2182879935314699,0.1281881332397461,0.005396842956542969,0.00023818016052246094,0.0117140797466965,0.045134262861158424,0.10210455039445346,0.06934497422986736,0.02096564031426712,0.059156306177173545,0.004563808441162109,0.142431249192768,1.0877945467172063,0.4154142329768368
120,8.31134328733909,2.5936341766503235,0.08233904838562012,0.00528717041015625,0.0002372264862060547,0.021129045284636862,0.12206185371471706,0.002000407487610996,0.012669279236883291,0.01787046389090482,0.15555179949197737,0.008417129516601562,0.5964403340336183,0.8738811001600635,0.7301297550212315
121,2.4031433454676936,2.061539181198107,0.10153007507324219,0.0060040950775146484,0.0002429485321044922,0.006534605077150365,0.01182065165175397,0.01481479095330064,0.016544708977317257,0.01127446166133509,0.01610043815248209,0.00618290901184082,0.2143691313482677,1.590299658760909,0.2738933986954277
122,6.099556624930108,2.7354779075520224,0.10998082160949707,0.005424976348876953,0.00023818016052246094,0.008923868732302194,0.06253727966891232,0.004214153241395645,0.005807692254323179,0.013168265804831021,0.08406027760073258,0.0067729949951171875,0.5441910437773141,0.9182673949961435,0.6826940680127541
123,6.070760857653385,1.8251431385473607,0.07774901390075684,0.005383968353271484,0.00024008750915527344,0.009023914545760424,0.0628032116242214,0.003019972317767563,0.011905659977061844,0.013754106848224324,0.07277592579839587,0.004839897155761719,0.30671407502205145,0.9214853019428341,0.396398050383225
124,3.804422029731109,1.8517641727470198,0.0849761962890625,0.005267143249511719,0.00023889541625976562,0.0068158890664774055,0.025837409686905375,0.003411841847358052,0.00905868904377191,0.011578569989424756,0.029525354846806,0.005327701568603516,0.2723378906432147,0.91396452060768,0.3777996060728912
125,6.554117153241744,2.7349812635046495,0.09079122543334961,0.005151987075805664,0.00023674964904785156,0.008837552344924596,0.07541176528141386,0.004154381801667981,0.006829818763581471,0.01316017096725411,0.09923444104429446,0.006203174591064453,0.5741144577383825,0.9116816207695952,0.7003039127653817
126,4.593579132555368,1.4956791259027162,0.10262608528137207,0.007882833480834961,0.00024175643920898438,0.01167176490772271,0.017742074267109397,0.0075026045232142085,0.018416868609173357,0.018406487231670113,0.03488827476329307,0.0061571598052978516,0.22128243202729836,0.8621973661792165,0.30089791225585105
127,2.4429573936760534,2.492028560486893,0.08625483512878418,0.007005929946899414,0.00023818016052246094,0.005637731639316083,0.01673066696268353,0.0032301996712282297,0.0043273609832078916,0.008460467365926417,0.022077221496691862,0.006181955337524414,0.3974015247075996,1.3681639819177498,0.48528504324449334
128,8.184030757896712,1.21055615970825,0.08701896667480469,0.004953861236572266,0.00023794174194335938,0.013550579754380556,0.0646467159362159,0.01095979861594135,0.034924575164503466,0.024897227901547605,0.1160175346933364,0.006575107574462891,0.25448040254009613,0.9422845223883501,0.4350455944304927
129,0.7589326838562638,2.1888673275129036,0.12148213386535645,0.005505800247192383,0.0002391338348388672,0.01383268118677949,0.022862501668465506,0.018552256857862732,0.02541777260157508,0.015655976774250804,0.028700088204089952,0.00657200813293457,0.23712248238925876,2.2747223468052917,0.34650798831509844
130,1.5471151175077131,2.6493283809126824,0.09017705917358398,0.00556182861328125,0.00023508071899414062,0.02402332685315969,0.02461851571119505,0.0030557132807927045,0.0086139201766955,0.019081277228321356,0.032224777560747576,0.007616996765136719,0.35679789509882326,0.9047843555274352,0.4849685607972184
131,3.172313271848337,1.2877438659422853,0.07530808448791504,0.005219697952270508,0.00023818016052246094,0.015255635655090862,0.018980031264096277,0.00782340887910799,0.025698601860753068,0.024749323653064533,0.04428733002777009,0.00833892822265625,0.21917470341763934,0.9221033954805666,0.36828007627475223
132,9.217607677625757,1.3310634454705563,0.08671879768371582,0.004996299743652344,0.00025391578674316406,0.012262926059733767,0.04302698569785704,0.00785198959900268,0.03407881346136611,0.018863106686780793,0.08461895857206989,0.007280111312866211,0.3063461860878491,0.9259517481193025,0.4407318791438635
133,2.918728815145562,1.3072267903841173,0.08670520782470703,0.005202054977416992,0.00025081634521484375,0.014229450426657719,0.016584331993347037,0.007638330921449358,0.02584151080225427,0.022422612232265923,0.041073918337900826,0.006538867950439453,0.22229696478286812,0.9324136912451048,0.3673922992758848
134,1.2433516302870142,1.04229603267288,0.08823108673095703,0.005074977874755859,0.0002560615539550781,0.011159245346066944,0.028928950301684297,0.006316473188937682,0.029929915440324202,0.026780959286436833,0.046725408119344856,0.0052220821380615234,0.2883822794438224,1.3384811966535404,0.49409880679065765
135,0.6484145507261752,1.3492829418717054,0.1279458999633789,0.0057599544525146484,0.00024700164794921875,0.00974783851951877,0.026559166180075543,0.005536518672118954,0.028262280409564376,0.01506997067007812,0.041626357599116925,0.00453495979309082,0.19453782462293678,1.2893207311214612,0.3416437622043016
136,0.6284811330090364,2.1822876322219424,0.12395215034484863,0.005596160888671875,0.00023674964904785156,0.013000413454213478,0.021918654458086387,0.03609674645292488,0.037257141651243345,0.015044756588944537,0.030556075341459876,0.007722139358520508,0.22465717741965402,2.3127220794408485,0.3365725472770076
137,6.839073815315113,1.7872609136640565,0.08163881301879883,0.005445718765258789,0.00023293495178222656,0.011359730508744411,0.06379154330227103,0.0026523847256387503,0.015065460537813564,0.015121262901287997,0.08330189703473986,0.0061419010162353516,0.3233595721041362,0.9189115223097065,0.41121240492625183
138,3.2481118598252894,2.00905247404446,0.07457304000854492,0.0055789947509765625,0.0002560615539550781,0.0050631354198364615,0.010397695618698091,0.0349025359799198,0.020880957491178524,0.010140288580851711,0.015452620144965313,0.005142927169799805,0.24141264158316242,1.562260169193476,0.29718562433107154
139,8.762548928122625,2.702263253644412,0.09255504608154297,0.005203962326049805,0.0002560615539550781,0.012119954243100675,0.09407946784777414,0.0027783863130561594,0.015012722348413943,0.013977235487374536,0.12477278354928532,0.007923364639282227,0.7092205350659239,0.8828743928546077,0.7856872398627269
140,0.5304031139266403,1.3629968191930482,0.12244987487792969,0.005278825759887695,0.00025582313537597656,0.007941530579470809,0.023730075890221636,0.009628384171314683,0.03127654597633851,0.012712830280383757,0.03717762900239759,0.006928920745849609,0.18779517769995638,1.2400327756280516,0.34468029984581433
141,2.4437742239335205,1.4987751516644237,0.18534207344055176,0.0069980621337890625,0.0002608299255371094,0.011810151099809311,0.02067762972963623,0.006999265840410871,0.017693473168460514,0.018473886641228208,0.03172502644837511,0.004152059555053711,0.20497875161335158,1.0369629725548617,0.2961160753063351
142,5.75520325225345,1.8325248514063845,0.08499813079833984,0.00562596321105957,0.00023674964904785156,0.008417104996074223,0.05813887006317764,0.0030862910355866258,0.011402317755754007,0.013227496468066261,0.06618960198278395,0.007122993469238281,0.2997105880828593,0.9209426447529829,0.3910528811164972
143,0.5876157872831805,1.7472282769191432,0.1238410472869873,0.005342960357666016,0.00023412704467773438,0.010807924909272579,0.022033702849629525,0.004245034344951267,0.025670612006513435,0.012935804434882956,0.031922720906241875,0.006591796875,0.29052697183903353,0.9181462793781795,0.44010240395612105
144,5.285154192304609,1.203343805807432,0.08208799362182617,0.005439281463623047,0.0002460479736328125,0.012966643855675655,0.03732946336808836,0.010585015773257466,0.02602829979701995,0.024063433485419224,0.07270995130252704,0.006335020065307617,0.21153244848115993,0.9319924534886864,0.37986630725342013
145,8.35123968250674,1.1039237329302085,0.09588074684143066,0.0056951045989990234,0.00026488304138183594,0.002390087313748917,0.03923772099345401,0.009509311974266006,0.047583634347973705,0.0077293654328195694,0.10548395440104762,0.0065212249755859375,0.3260563826659747,0.940023120922851,0.5571494845999989
146,9.255934503278816,1.198226283159751,0.0842599868774414,0.004765033721923828,0.000244140625,0.012514214836981185,0.07204591099707905,0.011471003924026415,0.04590269107208397,0.02340147109380031,0.132476901406993,0.00493311882019043,0.2895450113118866,0.9445838974688799,0.4778441399091389
147,8.451392020817753,2.805306287855234,0.09468388557434082,0.006387948989868164,0.00023794174194335938,0.018300657185808412,0.10082400819415477,0.0033833204729587004,0.013077020715235747,0.018650311514427205,0.13561775533860573,0.007494211196899414,0.7502237606663607,0.9251013081676813,0.795091506380868
148,9.797749737807267,2.604051760547187,0.09557914733886719,0.02492499351501465,0.00025010108947753906,0.02288470653101777,0.12813638891762594,0.002143824271574662,0.016617455217528013,0.019088630982647795,0.16484197350417168,0.008394956588745117,0.6713027949857965,0.8801504054854699,0.7993250293276647
149,7.816827653636157,2.2849665519910953,0.0884089469909668,0.00595402717590332,0.00024390220642089844,0.010895015963364413,0.07825904509143766,0.008279191946109784,0.010022976100025519,0.015309294335462577,0.10467646811132585,0.005144834518432617,0.48366521538482365,1.021540688279873,0.5640957755843993
