idx,mu0,mu1,fom_time_s,pinn_time_s,pinn_rel_l2_u,pinn_rel_l2_p,pinn_rel_h1_u
33,5.636150891379594,1.6079001961252244,0.08653426170349121,0.015804290771484375,0.997715013133421,1.0006182874801304,1.0082726434190172
34,0.40509656222260015,1.8734347784647247,0.11360311508178711,0.016510009765625,1.000315806799695,0.9946231869167995,1.000588346190166
35,2.224388260913339,1.8170572874492723,0.08308601379394531,0.016400814056396484,1.001492400986844,0.9946797530641115,1.0038683983283676
36,8.548690425354845,1.4678789717306815,0.08727812767028809,0.016644001007080078,0.9958416547213197,1.0068926449259905,1.013717263643329
37,0.6771971427217536,1.562767784043993,0.1264328956604004,0.016098976135253906,0.9991835581402289,1.0027039872809385,0.999369027290293
38,3.006578201890168,2.32383302945379,0.08591794967651367,0.015702009201049805,1.000650903133463,1.0022056626091527,1.001629506858045
39,5.614618308178656,2.567796418212827,0.08935976028442383,0.018044233322143555,0.9981319705839001,0.9942666328796779,1.0019654060252547
40,6.6767040492411365,1.812773722880141,0.07837605476379395,0.015295982360839844,1.0078108881634176,0.9950427649879906,1.0176596282340002
41,8.158801808193743,1.3339458398154078,0.08881092071533203,0.01615285873413086,0.9973653348048768,1.0083598870751629,1.0133724534331714
42,0.3248495240252187,1.1800957215512835,0.28408002853393555,0.01539301872253418,0.9996882211386328,1.0019907356470048,0.9995335839683765
43,7.251357570904858,1.9237544605027748,0.0847940444946289,0.016222000122070312,1.010586627742145,0.995722022273809,1.017944764544358
44,1.6965906124326577,2.002089550206727,0.09298276901245117,0.01662898063659668,1.0016117797072923,0.9928651271765788,1.0027434384949647
45,1.6078898168603675,2.392640750155472,0.23042583465576172,0.016006946563720703,0.9998905446677322,0.9986652880268756,1.000521632634012
46,4.516947128182904,1.762042452192965,0.09415912628173828,0.01586604118347168,1.002461913752789,0.9943701316010315,1.0095940055361579
47,3.084969682563978,2.260565186237777,0.08321166038513184,0.01732611656188965,1.0007149339564454,1.0054159861560485,1.0011267057775766
48,3.6819448444785654,1.175299838632202,0.1408839225769043,0.017446041107177734,0.9989224918547653,1.0068149423121966,1.0063529556281883
49,1.2682584309931018,2.923795329099029,0.08892107009887695,0.015614986419677734,0.9992032555971472,0.9990740983485846,0.9997446831440323
50,9.09494883800531,2.3994142676214993,0.07840609550476074,0.017247915267944336,1.0125045612174124,0.9984632731855122,1.0157359692095653
51,2.732112618449244,2.9383527546954475,0.0882418155670166,0.015697240829467773,0.9992105973661085,0.9994278101109468,1.0005230620802184
52,7.809633949261367,2.433780378317991,0.1025090217590332,0.017261028289794922,1.007156253738205,0.9965773323898435,1.01084463635236
53,4.548678871223508,1.544483123690318,0.09857892990112305,0.016534090042114258,0.9961102818417313,1.003735928273805,1.0027362666588875
54,1.054270525319643,2.8052047930876833,0.12316322326660156,0.016329050064086914,0.9987182102509873,0.9960583712240983,0.9990798333681776
55,4.61218526935275,1.4047267295904606,0.08995294570922852,0.016254901885986328,0.9948322038127084,1.007277299153,0.9993624731854934
56,3.12897057909146,2.158439137883792,0.08743810653686523,0.017349958419799805,1.0017611288686123,1.0033834575638425,1.0022250376358346
57,1.850050551098394,2.7132285681847508,0.09004902839660645,0.01637101173400879,0.9976868015936758,0.9965088913132598,0.9984167288666423
58,7.60934334536858,2.4389259119018734,0.08687496185302734,0.017360210418701172,1.0064335542284268,0.9962990859204469,1.0101596082806288
59,4.377721093773527,2.2546176814048864,0.08349919319152832,0.01845574378967285,1.002028754686086,1.0056909975754904,1.002827577893086
